0,1823324
1,1823324
2,1823324
3,1823324
4,1823324
5,1823324
6,1823580
7,1823580
8,1823580
9,1823580
10,1823580
11,1823580
12,1823580
13,1823580
14,1823580
15,1823580
16,1823580
17,1823580
18,1823580
19,1823580
20,1823580
21,1823580
22,1823580
23,1823580
24,1823580
25,1823580
26,1823580
27,1823580
28,1823580
29,1823580
30,1823580
31,1823580
32,1823580
33,1823580
34,1823580
35,1823580
36,1823580
37,1823580
38,1823580
39,1823580
40,1823580
41,1823580
42,1823580
43,1823580
44,1823580
45,1823580
46,1823580
47,1823580
48,1823580
49,1823580
50,1823580
51,1823580
52,1823580
53,1823580
54,1823580
55,1823580
56,1823580
57,1823580
58,1823580
59,1823580
60,1823580
61,1823580
62,1823580
63,1823580
64,1823580
65,1823580
66,1823580
67,1823580
68,1823580
69,1823580
70,1823580
71,1823580
