0,160288
1,160288
2,160288
3,160288
4,160288
5,160288
6,160288
7,160288
8,160288
9,160288
10,160288
11,160288
12,160288
13,160288
14,160288
15,160288
16,160288
17,160288
18,160288
19,160288
20,160288
21,160288
22,160288
23,160288
24,160288
25,160288
26,160288
27,160288
28,160288
29,160288
30,160288
31,160288
32,160288
33,160288
34,160288
35,160288
36,160288
37,160288
38,160288
39,160288
40,160288
41,160288
42,160288
43,160288
44,160288
45,160288
46,160288
47,160288
48,160288
49,160288
50,160288
51,160288
52,160288
53,160288
54,160288
55,160288
56,160288
57,160288
58,160288
59,160288
60,160288
61,160288
62,160288
63,160288
64,160288
65,160288
66,160288
67,160288
68,160288
69,160288
70,160288
71,160288
