1,2018-12-26 10:09:49.696710,200,Yes
2,2018-12-26 10:09:49.696710,200,Yes
3,2018-12-26 10:09:49.696710,200,Yes
4,2018-12-26 10:09:49.696710,200,Yes
5,2018-12-26 10:09:49.696710,200,Yes
6,2018-12-26 10:09:49.696710,200,Yes
7,2018-12-26 10:09:49.696710,200,Yes
8,2018-12-26 10:09:49.696710,200,Yes
9,2018-12-26 10:09:49.696710,200,Yes
10,2018-12-26 10:09:49.696710,200,Yes
11,2018-12-26 10:09:49.696710,200,Yes
12,2018-12-26 10:09:49.696710,200,Yes
13,2018-12-26 10:09:49.696710,200,Yes
14,2018-12-26 10:09:49.696710,200,Yes
15,2018-12-26 10:09:49.696710,200,Yes
16,2018-12-26 10:09:49.696710,200,Yes
17,2018-12-26 10:09:49.696710,200,Yes
18,2018-12-26 10:09:49.696710,200,Yes
19,2018-12-26 10:09:49.696710,200,Yes
20,2018-12-26 10:09:49.696710,200,Yes
21,2018-12-26 10:09:49.696710,200,Yes
22,2018-12-26 10:09:49.696710,200,Yes
23,2018-12-26 10:09:49.696710,200,Yes
24,2018-12-26 10:09:49.696710,200,Yes
25,2018-12-26 10:09:49.696710,200,Yes
26,2018-12-26 10:09:49.696710,200,Yes
27,2018-12-26 10:09:49.696710,200,Yes
28,2018-12-26 10:09:49.696710,200,Yes
29,2018-12-26 10:09:49.696710,200,Yes
30,2018-12-26 10:09:49.696710,200,Yes
31,2018-12-26 10:09:49.696710,200,Yes
32,2018-12-26 10:09:49.696710,200,Yes
33,2018-12-26 10:09:49.696710,200,Yes
34,2018-12-26 10:09:49.696710,200,Yes
35,2018-12-26 10:09:49.696710,200,Yes
36,2018-12-26 10:09:49.696710,200,Yes
37,2018-12-26 10:09:49.696710,200,Yes
38,2018-12-26 10:09:49.696710,200,Yes
39,2018-12-26 10:09:49.696710,200,Yes
40,2018-12-26 10:09:49.696710,200,Yes
41,2018-12-26 10:09:49.696710,200,Yes
42,2018-12-26 10:09:49.696710,200,Yes
43,2018-12-26 10:09:49.696710,200,Yes
