0,353208
1,353208
2,353208
3,353208
4,353208
5,353208
6,353208
7,353208
8,353208
9,353208
10,353208
11,353208
12,353208
13,353208
14,353208
15,353208
16,353208
17,353208
18,353208
19,353208
20,353208
21,353208
22,353208
23,353208
24,353208
25,353208
26,353208
27,353208
28,353208
29,353208
30,353208
31,353208
32,353208
33,353208
34,353208
35,353208
36,353208
37,353208
38,353208
39,353208
40,353208
41,353208
42,353208
43,353208
44,353208
45,353208
46,353208
47,353208
48,353208
49,353208
50,353208
51,353208
52,353208
53,353208
54,353208
55,353208
56,353208
57,353208
58,353208
59,353208
60,353208
61,353208
62,353208
63,353208
64,353208
65,353208
66,353208
67,353208
68,353208
69,353208
70,353208
71,353208
